concept	concept_name
C3897619	Short ST Segment by ECG Finding
C2004435	Vascular insufficiency of intestine
C0854676	Implant Failure
C0026264	Mitral Valve
C2004457	Artificial (qualifier value)
C0684830	Secondary malignant neoplasm of axilla
C0035412	Rhabdomyosarcoma
C0266060	Anterior open bite
C0205494	Neurologic (qualifier value)
C0000731	Abdomen distended
C0227614	Left kidney
C0266717	Acardius
C0040426	Tooth structure
C0333169	Partial obstruction
C0807745	resistance.index
C0447120	Sagittal sinus
C0022009	Ion Channel
C0230069	Anterior portion of neck
C1327709	Rectosigmoid Carcinoma
C2184149	living situation
C0226417	Structure of left axillary artery
C0175754	Agenesis of corpus callosum
C0349788	Arrhythmogenic Right Ventricular Dysplasia
C1260956	Red color
C0025047	Meconium
C1513712	Mucinous
C0739480	Structure of right common iliac vein
C0024636	Malocclusion
C0489886	Structure of left subclavian vein
C0926821	Head of right femur
C4322549	Sacral angle
C0448421	Skeletal muscle structure of pelvis
C0016142	Firesetting Behavior
C0266237	Omental cyst
C0007134	Renal Cell Carcinoma
C0205107	Proximal
C1282952	Enthesitis
C0700351	Burs - medical device
C0991568	Drops - Drug Form
C1519810	Unresectable
C1835764	Vertebral arch anomaly
C0226802	Structure of cephalic vein
C4720858	Pipeline embolization device
C4728256	Posterior deviation of posterior interarch
C0009368	Colon structure (body structure)
C0007193	Cardiomyopathy, Dilated
C3273047	Perihilar Intrahepatic Cholangiocarcinoma
C0028439	Structure of notochord
C2748518	Lumbar scoliosis
C1719833	Acoustic shadowing
C1184744	Ossification center
C4510374	Perinephric fluid
C0227046	Maxillary left canine
C3897941	Peritumoral
C0149601	Structure of conus medullaris
C0038293	Sternum
C1265786	Unilocular cyst
C1704356	Enchondroma
C0577916	Lesion of lung
C0266393	Congenital duplication of uterus
C0226577	Prefrontal vein
C0935080	Trunk of posterior segmental artery
C4086564	Mass Effect
C2348791	Time-of-Flight
C0242114	Suspicion
C0242422	Parkinsonian Disorders
C0039866	Thigh structure
C0224957	Structure of posterior tibial muscle tendon
C0229560	Structure of left adrenal gland
C0034628	Radius Fractures
C3544405	tail portion
C0033785	Pseudarthrosis
C1709450	Pair
C0230180	Structure of left lower quadrant of abdomen
C1179847	Anteromedial
C0016928	Gait
C0237753	Numbers
C0940360	Duodenal stent
C0037709	Sound - physical agent
C0032052	Human Placental Lactogen
C0232488	Abdominal colic
C0232605	Regurgitates after swallowing
C0021972	Iodized Oil
C0029468	Osteotomy
C0206330	Posterior longitudinal ligament structure
C0267925	Bile Duct Stenosis
C1508663	Inhalation rib dysfunction
C0019326	Ventral Hernia
C0040732	Transplantation
C2986815	Robust
C1563742	Abdominal Fat
C0443348	Viable
C0259754	Water-soluble vitamin
C0205834	Meningiomas, Multiple
C0239573	Fever, high-grade
C1280903	Exploration procedure
C2936223	Transendothelial Migration
C0224490	Structure of abductor hallucis muscle
C4750591	Sewing needle
C1184337	Lateral part of right cheek
C0175720	Caliper
C0038289	Tubal sterilization
C0879262	S-1 Antimetabolite agent
C0033199	Proactive Inhibition
C1285498	Vegetation
C0011334	Dental caries
C0004811	Structure of basilar artery
C0224425	Structure of gluteus medius muscle
C0013504	Echinococcosis, Hepatic
C0016204	Flatulence
C0032861	Powder dose form
C0879537	Irreversible Toxicity
C0443285	Radiolucent
C0040452	Tooth root structure
C0521457	Fetal
C0017127	Gastric Emptying
C2717817	Decompressive Craniectomy
C0221782	Mass of uterus
C1521747	Mammary Gland Parenchyma
C0025064	Mediastinitis
C0735695	Right iliac crest
C0560032	Knot (unit)
C1960466	Carotid Intima-Media Thickness
C0424503	Dysmorphic facies
C1512954	intralesional
C1514924	Retrotracheal
C0521525	Short neck
C1275800	Right ventricular inflow tract view
C0149559	Structure of posterior communicating artery
C0265898	Coronary artery fistula
C2609414	Acute kidney injury
C0006413	Burkitt Lymphoma
C5205401	Distal Ureter
C0476170	refracture
C3714636	Pneumonitis
C0235912	Hemorrhage of liver
C0340517	Atrial thrombosis
C0268875	Urethrorectal fistula
C1300632	Surgical circumferential margin finding
C1707903	Embedding
C1261077	Structure of left lower lobe of lung
C3669035	Bone structure of proximal phalanx
C1699633	PET/CT scan
C0332713	Linear fracture
C0459480	Revision of hip arthroplasty
C1321686	Fecaloma
C0026771	Multiple Trauma
C1535939	Pneumocystis jiroveci pneumonia
C0011343	Dental Cementum
C0439208	gram
C0027859	Acoustic Neuroma
C2826325	Fiducial Markers
C0205398	Invisible
C0237897	Physical Strength
C0229354	Left middle ear structure
C0024706	manganese
C1547175	Sequencing - Ascending
C0017671	Glomus Jugulare Tumor
C0032326	Pneumothorax
C0458698	Central zone of prostate
C1705176	Order (arrangement)
C1504464	Endoleak
C1527390	Neoplasms, Intracranial
C0226761	Structure of external iliac vein
C0929215	Left upper lung zone
C0229789	Para-aortic node
C0231186	compensatory
C0456892	Low intracranial pressure
C0193425	Hepatojejunostomy
C0003537	Aphasia
C4020919	Dense metaphyseal bands
C0436226	Proton Therapy
C0934141	Left posterior inferior cerebellar artery
C0013292	Duodenal Obstruction
C0238210	Malrotation of kidney
C0810029	Diverticulosis and Diverticulitis
C0228582	Spinal Cord Lateral Horn
C0349677	Sealing
C2697670	Incomplete Coaptation
C0206633	Angiomyolipoma
C1282914	Surrounding (qualifier value)
C4055271	Cardiophrenic Lymph Node
C0234621	Visual
C2986768	Injected Dose
C0225560	Aryepiglottic fold structure
C0042509	Ventricular End-Diastolic Volume
C1865267	Arterial Occlusive Disease, Progressive, with Hypertension, Heart Defects, Bone Fragility, and Brachysyndactyly
C0227045	Maxillary left lateral incisor tooth
C0013384	Dyskinetic syndrome
C0423896	Feeling content
C0225880	Structure of myocardium of ventricle
C0206651	Clear Cell Sarcoma of Soft Tissue
C0678594	Structure
C0424641	Decrease in height
C0401181	Radical nephrectomy
C0162386	Subtrochanteric Fractures
C1334928	Necrotic changes (finding)
C0522491	Parasagittal
C0332459	Compressed structure
C0751674	Lymphangioleiomyomatosis
C0032821	potassium
C0226312	Structure of right gastroepiploic artery
C0848377	trauma to the abdomen
C0223507	Second lumbar vertebra
C0035648	risk factors
C1844753	Block vertebrae
C0346172	Mucinous cystadenoma of ovary
C0026837	Muscle Rigidity
C0036029	Saccule structure
C0002467	Americium
C1831729	(18F)fluoroethyltyrosine
C0521342	ligamentous
C3178921	Head Kidney
C0994475	Pills
C4725719	Deep Inspiration Breath Hold
C0266298	Accessory kidney
C1865190	Mild splenomegaly
C1333299	Diffuse Pattern
C0032000	Pituitary Adenoma
C0344720	Left atrial dilatation
C0142056	Asbestos, Serpentine
C0029463	Osteosarcoma
C0033204	Probability
C0815393	Fascia of muscle
C0243002	Tricuspid Atresia
C1322925	Angiographic x-ray system
C0205201	Cavernous
C0334463	Malignant Fibrous Histiocytoma
C1834930	Fusion of the left and right thalami
C0226736	Structure of branch of portal vein
C0223890	Base of patella
C0589496	Supraclavicular approach
C0022667	Kidney Papillary Necrosis
C1265602	Multiple masses
C0204863	Splint removal
C0012727	Spatial Displacement
C0332479	Shapes
C0024695	Structure of mandibular nerve
C0740852	Upper airway obstruction
C4264252	Effective Regurgitant Orifice Area
C0447038	Branch of external carotid artery
C3640687	Lateral Second Obtuse Marginal Branch Artery
C0333082	Saccular dilatation
C0834530	Medial intercondylar tubercle of tibia
C0032043	Placenta
C3714552	Weakness
C0226669	Structure of right pulmonary vein
C3830528	Destroyed Medical Device
C0584869	Supraspinatus muscle structure
C0010352	Avian crop
C1134719	Invasive Ductal Breast Carcinoma
C0428877	Atrial Pressure
C0439691	Speckled
C0021935	Intussuscipiens
C0226927	Structure of mucous membrane of lip
C0547040	Minimal
C0456765	Teres
C0443343	Unstable status
C1182565	Segmental renal artery
C0205418	Aggregate
C0824061	Right bronchial artery
C1179705	S2 innervation
C0340161	Hematomediastinum
C0152299	Precentral gyrus
C0039597	Testis
C0747647	pleural nodule
C0002386	Alveolar Process
C0266765	Placenta Increta
C0227061	Mandibular left canine tooth
C3891555	X-ray-Based Angiogram
C0035065	Structure of renal artery
C0223933	Structure of body of talus
C0011382	Dental Occlusion
C0443288	Restricted
C0007361	Cat-Scratch Disease
C0184906	Bifurcation (procedure)
C0009563	Biomechanical compliance
C0021294	Infant, Premature
C0332285	Within
C0018816	Heart Septal Defects
C0227760	labium majus
C0040458	Unerupted tooth
C2753693	heart wedging
C0018962	Hematosalpinx
C1837485	Flat acetabular roof
C0577799	Tricuspid valve vegetations
C1269955	Tumor Cell Invasion
C1836022	Lipomyelomeningocele
C0225593	Bifurcation of trachea
C0021069	Immunoprecipitation
C0030851	penis
C0026764	Multiple Myeloma
C0332122	No history of
C1301128	Biopsy site
C0449499	Type of injury
C0023050	Laryngeal cartilage
C0007131	Non-Small Cell Lung Carcinoma
C0338430	Limbic Encephalitis
C0205148	Surface
C0205280	Identical
C0521367	Oropharyngeal
C0311400	Metabolic
C0151693	Adrenal hemorrhage
C3495441	primary motor cortex
C4318616	Usually Need Help from Another Person for Arising
C0041295	Tuberculoma
C1180151	Left superior
C0020792	Identification (Psychology)
C0018923	Hemangiosarcoma
C0205131	Axial
C0010051	Coronary Aneurysm
C0011570	Mental Depression
C0030794	Pelvic Pain
C0410013	Soft tissue lesion
C0739300	Right femoral vein
C0600228	Cardiopulmonary Arrest
C0920786	Left eyeball
C0332529	Consistency
C3670831	Mass of mesentery
C0041916	Urachus
C0021860	Intra-Aortic Balloon Pumping
C0226333	Structure of left renal artery
C1690540	Kit Dosing Unit
C0442030	Parietal
C0229097	Structure of hyaloid artery
C0153452	Malignant neoplasm of gallbladder
C2931031	Pseudoangiomatous stromal hyperplasia
C0929228	Right upper lung field
C3640714	Septal Perforator Artery
C1883709	Damage
C0457454	Discontinuation (procedure)
C1304004	Pyogenic abscess
C0087042	Urinary vesicostomy
C3640711	Second Left Posterolateral Branch Artery
C4040028	Incisal
C0034072	Cor pulmonale
C0205199	Composite
C0040961	Tricuspid Valve Insufficiency
C0035126	Reperfusion Injury
C3830314	Enhancing Lesion
C0041014	liothyronine
C0738591	Left hypochondriac region structure
C1512335	Harvest Procedure
C0024867	Mass Chest X-Ray
C0520743	Mediastinal lymphadenopathy
C1523987	Alternative
C4039172	Posterior point of nasal spine
C0224473	Flexor hallucis longus muscle structure
C0220784	anatomic
C1282911	Upward
C0030279	Pancreatectomy
C0205052	rectal
C3640699	Mid-Right Coronary Artery Conduit
C4284103	Left Ventricular Outflow Tract
C0227628	Renal parenchyma
C0226670	Structure of left pulmonary vein
C4525207	Stage IVA Hepatocellular Carcinoma AJCC v8
C0036658	Esthesia
C0344717	Left atrial appendage aneurysm
C0205076	Chest wall structure
C0159970	Knee Dislocation
C0333177	Kinked
C0449864	Threshold
C0016976	Gallbladder
C1550309	Submandibular
C0223552	Fifth lumbar vertebra
C0301704	phosphatidylserine
C0332448	Infiltration
C4531279	Striatal T2 hyperintensity
C0332306	Quality
C1261287	Stenosis
C0205438	Fourth
C1532338	Percutaneous Coronary Intervention
C0223792	Phalanx of hand
C0227029	Mandibular teeth
C1443271	Cervicothoracic vertebral column
C0022671	Kidney Transplantation
C0459936	Bone structure of T2
C0152341	Internal capsule of brain
C0341787	Bifid scrotum
C1136067	Parotid Region
C0332467	Indentation
C0041445	Tympanic membrane structure
C0459944	Bone structure of C6
C0227582	Body of pancreas
C0449453	Lesion size
C0227546	Structure of neck of gallbladder
C0333276	Acute hemorrhage
C1290309	Neoplasm of chest wall
C1301977	Centripetal
C0376152	Marrow
C1335779	Retroperitoneal Lymphoma
C0222661	Compact bone
C2827467	Asbestos-Related Lung Disorder
C0035863	Rosette formation
C0004600	Back
C0013798	Electrocardiogram
C1832119	Fibular hypoplasia
C0332463	Narrowed structure
C0332850	Operative site
C0020196	hyaluronic acid
C3898471	Malunion of Bone
C0521163	convex
C0442003	Mid-zone
C0450957	Between intestinal loops
C0230005	Occipital region
C1842696	Posterior rib gap
C1444214	Impatent structure
C0032797	Postpartum Hemorrhage
C0459941	Bone structure of C4
C3540542	Exacerbation of cGVHD
C1266120	Malignant Solitary Fibrous Tumor
C0230425	Structure of right thigh
C0028811	Occupations
C0332462	Folded structure
C0224519	Synchondrosis structure
C0018935	Hematocrit procedure
C0021081	Immunosuppressive Agents
C0029134	Optic Neuritis
C0457354	Gonadal vein
C1720977	Suture Anchors
C0746552	Mesenteric lymphadenopathy
C0243140	Histopathological aspects
C0227230	Body of stomach
C0582411	Pulmonary venous congestion
C0270614	Intracranial mass
C0226694	Left superior vena cava
C1301886	Diameter (qualifier value)
C0022171	Isoelectric Point
C1853241	Flat face
C0031354	Pharyngeal structure
C4313307	Ectopic left kidney
C0504042	Posterior wall of left atrium
C4281590	Structure of middle lobe of right lung
C2984031	Carboxyamidotriazole Orotate
C0560042	uGy
C0035955	Traumatic Rupture
C0225848	Structure of valve of inferior vena cava
C1517523	Genoplasty
C0807955	Slope
C1997416	Accentuated
C0086439	Hypokinesia
C1514624	Qualifying
C4763881	Endovascular Stenting
C0027686	Pathologic Neovascularization
C0239138	Hip joint varus deformity - observation
C0004482	azathioprine
C0042018	Urinary Calculi
C0227423	Transition zone of anal mucous membrane
C2717764	Amplatzer Septal Occluder
C0344735	Partial atrioventricular canal
C0230008	Infratemporal region
C0010271	Cranial Sinuses
C4316043	Hypoplastic right lung
C0871641	Affection
C0346205	Cervical fibroid
C0244252	Poly(A)-Binding Protein II
C0443142	arthroscopic
C0178421	Fibroadenoma of breast
C0341038	Jaw Keratocyst
C0230371	Structure of left hand
C1550235	Cord - Body Parts
C1852759	Papillorenal syndrome
C0459949	Bone structure of T6
C0446469	Surface region of upper chest
C0521542	Brain Stem Infarctions
C0023449	Acute lymphocytic leukemia
C0265706	Gastroschisis
C1325744	subapical complex location
C0559502	Triceps brachii muscle structure
C0074386	serpentine (alkaloid)
C1285497	Entrapment (morphologic abnormality)
C0026377	Molecular Conformation
C0223080	Structure of pedicle of vertebra
C0346990	Carcinomatosis of peritoneal cavity
C0080194	Muscle strain
C0852949	Arteriopathic disease
C0002688	Amputation
C0745777	Lost
C0523683	Guanine deaminase measurement
C0019322	Umbilical hernia
C0025635	Methemoglobin
C0056447	CP protocol
C1519008	Periprostatic
C0269199	Stenosis of cervix
C0015392	Eye
C1185740	Tract
C0228427	Basis pontis
C0700106	Transplanted
C1708338	Heart Valve Sewing Ring Device
C0817319	Right femur
C0072634	bleomycin/cisplatin/vinblastine protocol
C0155747	Aneurysm of splenic artery
C3665346	Unspecified visual loss
C0447620	Structure of uterine wall
C0023827	liposarcoma
C0020944	Immobilization
C0439669	iatrogenic
C0007966	Cheek structure
C0224909	Structure of flexor tendon of finger
C0879373	Iodinated Contrast Agent
C0002997	Angioplasty, Balloon, Coronary
C5139171	Tree-in-bud pattern
C1514263	Posterior Mediastinal Artery
C2333161	Subcortical gray matter
C0039240	Supraventricular tachycardia
C0229753	Structure of subcarinal lymph node
C0005976	Bone Transplantation
C3899384	Dialysis Catheter Fracture
C0007301	Cartilage
C0522523	Percutaneous
C1517378	Gain
C0024091	Bone structure of lumbar vertebra
C0332299	Suggestive of
C0441240	Titanium cage
C4083314	Diagonal artery 2
C0441553	Percutaneous fixation using screw
C0947149	neck vessels
C0303226	Gallium-68
C0742795	contrast dye
C0227979	Structure of right seminal vesicle
C0037996	Structure of splenic artery
C1708604	Keratocystic Odontogenic Tumor
C1282930	Irradiation (physical force)
C0447411	Alveolar ridge
C1854494	Slow progression
C0227543	Structure of subhepatic region
C0035220	Respiratory Distress Syndrome, Newborn
C0204727	Isolation procedure
C0740422	Fundus
C0040185	Tibial Fractures
C0426848	Sacral dimple
C0185115	Extraction
C0851238	Lumpectomy of breast
C0017531	Angiolymphoid hyperplasia
C0947630	Scientific Study
C0232310	P mitrale (finding)
C0428791	Aortic valve calcification
C0149944	Fracture of orbital floor
C1744536	Structure of internal intercostal muscle
C0010606	Adenoid Cystic Carcinoma
C1321564	strip medical device
C0040441	Tooth Fractures
C1096249	Calcification of the aorta
C0222746	Structure of body of mandible
C0078960	Anterior Cruciate Ligament
C1858732	Malar prominence
C0694756	Intrauterine
C0031050	Pericardial sac structure
C1514389	Pregnant Uterus
C0037004	Shoulder
C0010701	Phyllodes Tumor
C0439709	Fibrous
C0038590	Substantia nigra structure
C2698020	Mass Density
C0206248	Pelvic Diaphragm
C0022427	Structure of jugular vein
C4024900	Atrophy/Degeneration affecting the brainstem
C0376415	Late Onset Disorders
C1335434	Lipoma of pleura
C0332835	Transplanted tissue
C0043425	Yolk Sac
C0587043	Right ventricular thrombus
C0333140	Ruptured simple cyst
C2984840	Signal Loss
C0230051	Dorsum sellae
C0006366	Bulbourethral gland structure
C0929226	Right lung field
C0039419	technetium Tc-99m sulfur colloid
C0599956	Aqueous
C0013537	Eclampsia
C3472245	Single Photon Emission Computed Tomography Computed Tomography
C0282665	Spin Trapping
C1536220	ST segment elevation myocardial infarction
C1283188	Intraspinal
C3275899	Hyperechogenic kidneys
C0521093	Confirmed by
C0475224	Ischemic
